id,set_id,localId,name,set_name,grade,price,sold_date,title,set_phrase_from_title,set_match_name,set_match_score
sv10.5b-171,sv10.5b,171,Victini,Black Bolt,ACE 10,£31.90,Sold 3 Jun 2026,Ace 10 Gem Mint Excadrill EX 171/086 SAR SV11B Black Bolt Japanese Pokemon TCG,SAR SV11B Black Bolt,Black Bolt,0.667
me02.5-152,me02.5,152,Mega Dragonite ex,Ascended Heroes,ACE 10,£22.99,Sold 3 Jun 2026,ACE 10 Mega Dragonite Ex Pokemon TCG 152/217 Ascended Heroes,Ascended Heroes,Ascended Heroes,1.0
ex13-13,ex13,13,Omastar δ,Holon Phantoms,ACE 9,£15.00,Sold 3 Jun 2026,Pokemon TCG Bellossom 013/052 ex Holon Phantoms 1st edition 2006 Mint ACE 9,ex Holon Phantoms 1st,Holon Phantoms,0.8
me01-140,me01,140,Snover,Mega Evolution,ACE 10,£25.99,Sold 3 Jun 2026,Snover 140/132 - Mega Evolution - Illustration Rare - Ace 10 Gem Mint - Pokémon,- Mega Evolution -,Mega Evolution,1.0
lc-31,lc,31,Nidoking,Legendary Collection,ACE 8,£350.00,Sold 3 Jun 2026,ACE 8 Nidoking Reverse Holo 31/110 Legendary Collection,Legendary Collection,Legendary Collection,1.0
sm12-129,sm12,129,Alolan Persian GX,Cosmic Eclipse,ACE 10,£29.99,Sold 3 Jun 2026,Pokemon Card - ACE 10 Alolan Persian GX 129/236 - Cosmic Eclipse - GEM MINT,- Cosmic Eclipse -,Cosmic Eclipse,1.0
sv10.5b-167,sv10.5b,167,Meloetta ex,Black Bolt,ACE 10,£29.12,Sold 3 Jun 2026,Serperior EX 167/086 SAR - Black Bolt 2025 - Japanese - Pokémon TCG - ACE 10,SAR - Black Bolt,Black Bolt,0.8
me02-102,me02,102,Paldean Wooper,Phantasmal Flames,ACE 10,£20.43,Sold 3 Jun 2026,(ACE 10) Paldean Wooper 102/094 Phantasmal Flames,Phantasmal Flames,Phantasmal Flames,1.0
sv06-179,sv06,179,Chimecho,Twilight Masquerade,ACE 10,£45.00,Sold 3 Jun 2026,ACE 10 Chimecho 179/167 Twilight Masquerade IR Holo Pokemon Card - Gem Mint,Twilight Masquerade IR Holo,Twilight Masquerade,0.826
sv10.5w-167,sv10.5w,167,Keldeo ex,White Flare,ACE 10,£104.70,Sold 3 Jun 2026,Pokemon TCG Keldeo EX 167/086 ACE 10 White flare,ACE 10 White flare,White Flare,0.759
sm115-44,sm115,44,Moltres & Zapdos & Articuno GX,Hidden Fates,ACE 9,£35.00,Sold 3 Jun 2026,ACE 9 Moltres & Zapdos & Articuno GX 44/68 Hidden Fates Holo Graded,Hidden Fates Holo Graded,Hidden Fates,0.667
sv08.5-162,sv08.5,162,Roaring Moon ex,Prismatic Evolutions,ACE 9,£135.90,Sold 3 Jun 2026,Roaring Moon EX 162/131 Ace 9 prismatic evolutions,Ace 9 prismatic evolutions,Prismatic Evolutions,0.87
sv09-187,sv09,187,Salamence ex,Journey Together,ACE 10,£99.50,Sold 3 Jun 2026,Salamence Ex 187/159 SIR Journey Together - English Ace 10 Pokemon TCG,SIR Journey Together -,Journey Together,0.889
sm3.5-43,sm3.5,43,Golett,Shining Legends,ACE 10,£135.90,Sold 3 Jun 2026,Shining Jirachi 043/072 | Shining Legends | Ace 10 | Japanese Pokemon TCG,| Shining Legends |,Shining Legends,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 9,£685.00,Sold 3 Jun 2026,Mega Charizard x EX 125/094 Me02: Phantasmal Flames Holo ACE 9,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
sv02-203,sv02,203,Magikarp,Paldea Evolved,ACE 9,£299.99,Sold 3 Jun 2026,Magikarp Card 203/193 Pokémon TCG Paldea Evolved Illustration Rare Ace 9 Mint,Pokémon TCG Paldea Evolved,Paldea Evolved,0.718
me02.5-238,me02.5,238,Team Rocket's Mimikyu,Ascended Heroes,ACE 10,£60.00,Sold 3 Jun 2026,Team Rockets Mimikyu 238/217 Ascended Heroes IR - Ace 10 - Perfect Subs,Ascended Heroes IR -,Ascended Heroes,0.909
me01-146,me01,146,Marshadow,Mega Evolution,ACE 10,£51.66,Sold 3 Jun 2026,Marshadow 146/132 Mega Evolution ACE 10,Mega Evolution ACE 10,Mega Evolution,0.8
me01-134,me01,134,Ivysaur,Mega Evolution,ACE 10,£45.00,Sold 3 Jun 2026,Pokémon TCG Ivysaur IR 134/132 Mega Evolution ACE 10 Gem,Mega Evolution ACE 10,Mega Evolution,0.8
me04-116,me04,116,Mega Greninja ex,Chaos Rising,ACE 9,£230.00,Sold 3 Jun 2026,Mega Greninja EX 116/086 ACE 9 Chaos Rising,ACE 9 Chaos Rising,Chaos Rising,0.8
me02-098,me02,98,Piplup,Phantasmal Flames,ACE 10,£47.70,Sold 3 Jun 2026,Pokémon Piplup 098/094 Phantasmal Flames Illustration Rare - Ace 10,Phantasmal Flames Illustration Rare,Phantasmal Flames,0.654
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,£925.00,Sold 3 Jun 2026,Mega Charizard X EX - 125/094 - Phantasmal Flames - Ace 10 - Perfect Subgrades,- Phantasmal Flames -,Phantasmal Flames,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,£995.40,Sold 3 Jun 2026,Mega Charizard X EX - 125/094 - Phantasmal Flames - Ace 10 - Perfect Subgrades,- Phantasmal Flames -,Phantasmal Flames,1.0
sv10-231,sv10,231,Team Rocket's Mewtwo ex,Destined Rivals,ACE 10,£639.10,Sold 3 Jun 2026,Team Rockets Mewtwo 231/182 Sir Destined Rivals Ace 10,Sir Destined Rivals Ace,Destined Rivals,0.789
me02-119,me02,119,Firebreather,Phantasmal Flames,ACE 10,£21.50,Sold 3 Jun 2026,ACE 10 - Firebreather - 119/094 - Phantasmal Flames - Pokemon,- Phantasmal Flames -,Phantasmal Flames,1.0
me02.5-243,me02.5,243,Mightyena,Ascended Heroes,ACE 10,£42.00,Sold 3 Jun 2026,Perfect Subs - Graded ACE 10 - Mightyena - 243/217 - Ascended Heroes - Pokemon,- Ascended Heroes -,Ascended Heroes,1.0
swsh12.5-GG69,swsh12.5,GG69,Giratina VSTAR,Crown Zenith,ACE 10,£414.70,Sold 3 Jun 2026,Giratina VSTAR GG69/GG70 Crown Zenith - Pokemon TCG - Ace 10 Perfect Subgrades,Crown Zenith - Pokemon,Crown Zenith,0.727
sv10-232,sv10,232,Cynthia's Garchomp ex,Destined Rivals,ACE 10,£309.00,Sold 3 Jun 2026,2025 Cynthia's Garchomp - 232/182 - Destined Rivals - Ace 10 - Perfect Subgrades,- Destined Rivals -,Destined Rivals,1.0
swsh10-169,swsh10,169,Hisuian Typhlosion V,Astral Radiance,ACE 10,£45.00,Sold 3 Jun 2026,Hisuian Typhlosion V ACE 10 Perfect Sub Grades 169/189 Astral Radiance Pop 6,Astral Radiance Pop 6,Astral Radiance,0.833
dp4-105,dp4,105,Dialga,Great Encounters,ACE 8,£220.00,Sold 3 Jun 2026,ACE 8 - Dialga LV. X - 105/106 - Pokemon Great Encounters - English,- Pokemon Great Encounters,Great Encounters,0.8
swsh8-269,swsh8,269,Mew VMAX,Fusion Strike,ACE 10,£249.00,Sold 3 Jun 2026,Mew VMAX 269/264 Fusion Strike Ace 10 - Includes Premium Case,Fusion Strike Ace 10,Fusion Strike,0.788
sv10-194,sv10,194,Misty's Lapras,Destined Rivals,ACE 9,£31.90,Sold 3 Jun 2026,Pokémon TCG Misty's Lapras 194/182 Destined Rivals Ace 9,Destined Rivals Ace 9,Destined Rivals,0.833
xy3-113,xy3,113,M Lucario EX,Furious Fists,ACE 9,£300.00,Sold 3 Jun 2026,ACE 9 - Mega M Lucario EX - 113/111 - Pokemon Furious Fists Secret Rare English,- Pokemon Furious Fists,Furious Fists,0.765
swsh10-TG09,swsh10,TG09,Mightyena,Astral Radiance,ACE 9,£15.00,Sold 3 Jun 2026,Pokémon TCG Mightyena Trainer Gallery TG09/TG30 Astral Radiance Ace 9,Astral Radiance Ace 9,Astral Radiance,0.833
sv04.5-057,sv04.5,57,Gengar,Paldean Fates,ACE 9,£19.66,Sold 3 Jun 2026,The Pokémon Company Gengar Holo Rare 057/091 Paldean Fates Trick or Trade Ace 9,Paldean Fates Trick or,Paldean Fates,0.743
sm2-140,sm2,140,Sylveon GX,Guardians Rising,ACE 10,£175.00,Sold 3 Jun 2026,Sylveon GX 140/145 Guardians Rising Ace 10,Guardians Rising Ace 10,Guardians Rising,0.821
me02-099,me02,99,Yamper,Phantasmal Flames,ACE 10,£21.50,Sold 3 Jun 2026,Yamper 099/094 Phantasmal Flames Holo (ACE 10),Phantasmal Flames Holo (ACE,Phantasmal Flames,0.791
me02-109,me02,109,Mega Charizard X ex,Phantasmal Flames,ACE 10,£57.90,Sold 3 Jun 2026,Mega Charizard X ex 109/094 Me02: Phantasmal Flames Holo. Ace 10 perfect subs,Me02: Phantasmal Flames Holo.,Phantasmal Flames,0.773
me02.5-283,me02.5,283,Mega Hawlucha ex,Ascended Heroes,ACE 10,£76.16,Sold 3 Jun 2026,Pokémon TCG Mega Hawlucha EX 283/217 Ascended Heroes ACE 10,Ascended Heroes ACE 10,Ascended Heroes,0.811
swsh10-TG23,swsh10,TG23,Garchomp V,Astral Radiance,ACE 10,£141.10,Sold 3 Jun 2026,Pokémon TCG English Garchomp v Holo Ultra Rare TG23/TG30 Astral Radiance Ace 10,Astral Radiance Ace 10,Astral Radiance,0.811
me02.5-289,me02.5,289,Steven's Metagross ex,Ascended Heroes,ACE 10,£83.90,Sold 3 Jun 2026,Stevens Metagross Ex SIR 289/217 Ascended Hereos Ace 10 Gem Mint,Ascended Hereos Ace 10,Ascended Heroes,0.757
me02.5-290,me02.5,290,Mega Dragonite ex,Ascended Heroes,ACE 10,£706.80,Sold 3 Jun 2026,Mega Dragonite ex 290/217 Ascended Heroes ACE 10 | Perfect subgrades,Ascended Heroes ACE 10,Ascended Heroes,0.811
me02-097,me02,97,Dewgong,Phantasmal Flames,ACE 10,£21.50,Sold 3 Jun 2026,Ace 10 Dewgong 097/094 Phantasmal Flames Gem Mint Pokemon,Phantasmal Flames Gem Mint,Phantasmal Flames,0.791
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,£999.99,Sold 3 Jun 2026,Mega Charizard x EX 125/094 Me02: Phantasmal Flames Holo ACE10 Perfect Subgrades,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02.5-272,me02.5,272,Mega Meganium ex,Ascended Heroes,ACE 10,£99.50,Sold 3 Jun 2026,Pokémon TCG Mega Meganium Ex 272/217 Ascended Heroes SIR Gem Mint ACE 10,Ascended Heroes SIR Gem,Ascended Heroes,0.789
swsh8-157,swsh8,157,Gengar VMAX,Fusion Strike,ACE 10,£125.50,Sold 3 Jun 2026,Pokémon Gengar VMAX Ultra Rare Holo 157/264 Fusion Strike ACE 10 English,Fusion Strike ACE 10,Fusion Strike,0.788
sm12-218,sm12,218,Flygon GX,Cosmic Eclipse,ACE 10,£70.65,Sold 3 Jun 2026,POP 4 ACE 10 Flygon GX Full Art 218/236 Cosmic Eclipse 2019 Pokemon Card,Cosmic Eclipse Pokemon Card,Cosmic Eclipse,0.683
me02.5-276,me02.5,276,Pikachu ex,Ascended Heroes,ACE 10,"£1,299.99",Sold 3 Jun 2026,Pokémon TCG Pikachu Ex 276/217 SIR Ascended Heroes ACE 10 PERFECT SUBS,SIR Ascended Heroes ACE,Ascended Heroes,0.789
sv10-233,sv10,233,Team Rocket's Nidoking ex,Destined Rivals,ACE 10,£135.90,Sold 3 Jun 2026,Pokémon TCG Team Rocket's Nidoking 233/182 Destined Rivals SIR Ace 10,Destined Rivals SIR Ace,Destined Rivals,0.789
sv08-203,sv08,203,Latios,Surging Sparks,ACE 9,£31.90,Sold 3 Jun 2026,Pokemon TCG - Latios - 203/191 - Surging Sparks - Ace 9,- Surging Sparks -,Surging Sparks,1.0
sv06-198,sv06,198,Greninja ex,Twilight Masquerade,ACE 9,£23.58,Sold 3 Jun 2026,Greninja EX 198/167 Twilight Masquerade Ace 9 Matching Label,Twilight Masquerade Ace 9,Twilight Masquerade,0.864
sv06-181,sv06,181,Hisuian Growlithe,Twilight Masquerade,ACE 10,£79.99,Sold 3 Jun 2026,Pokemon Card - ACE 10 Hisuian Growlithe 181/167 - Twilight Masquerade - GEM MINT,- Twilight Masquerade -,Twilight Masquerade,1.0
sv01-200,sv01,200,Dolliv,Scarlet & Violet,ACE 8,£100.00,Sold 3 Jun 2026,Pokemon Blastoise EX Card 200/165 Scarlet & Violet 151 Illustration Ace 8,Scarlet & Violet 151,Scarlet & Violet,0.882
swsh11-TG06,swsh11,TG06,Gengar,Lost Origin,ACE 9,£47.50,Sold 3 Jun 2026,Pokemon TCG - Gengar - TG06/TG30 - Lost Origin - ACE 9,- Lost Origin -,Lost Origin,1.0
neo3-14,neo3,14,Suicune,Neo Revelation,ACE 8,£220.00,Sold 3 Jun 2026,Suicune 14/64 Holo Neo Revelation Pokémon TCG ACE 8,Holo Neo Revelation Pokémon,Neo Revelation,0.7
me02.5-278,me02.5,278,Mega Eelektross ex,Ascended Heroes,ACE 10,£42.04,Sold 3 Jun 2026,Pokémon TCG Mega Elektross Ex 278/217 Ascended Heroes ACE 10 ENGLISH,Ascended Heroes ACE 10,Ascended Heroes,0.811
swsh12.5-160,swsh12.5,160,Pikachu,Crown Zenith,ACE 10,£135.99,Sold 24 May 2026,Pikachu 160/159 Crown Zenith Pokemon TCG GEM MINT ACE 10 | Special Art 🔥,Crown Zenith Pokemon TCG,Crown Zenith,0.667
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£115.99,Sold 2 Jun 2026,Mega Gengar ex 269/217 Ascended Heroes ACE 10 (Perfect Subgrades) Pokemon,Ascended Heroes ACE 10,Ascended Heroes,0.811
ecard1-43,ecard1,43,Dragonite,Expedition Base Set,ACE 9,£191.13,Sold 2 Jun 2026,Pokemon 2002 Dragonite 043/165 Expedition Base Set Reverse Holo ACE 9 MINT,Expedition Base Set Reverse,Expedition Base Set,0.826
me02.5-238,me02.5,238,Team Rocket's Mimikyu,Ascended Heroes,ACE 10,£68.30,Sold 2 Jun 2026,Team Rockets Mimikyu (IR) - 238/217 - Ascended Heroes - ACE 10 PERFECT SUBGRADES,- Ascended Heroes -,Ascended Heroes,1.0
me02-056,me02,56,Mega Gengar ex,Phantasmal Flames,ACE 10,£34.99,Sold 2 Jun 2026,Mega Gengar EX 056/094 - Phantasmal Flames - ACE 10 - Pokemon TCG,- Phantasmal Flames -,Phantasmal Flames,1.0
me03-094,me03,94,Clefairy,Perfect Order,ACE 10,£85.00,Sold 2 Jun 2026,Perfect Order Clefairy Illustration Rare Ace 10 094/088 PREFECT SUBGRADES,PREFECT SUBGRADES,Perfect Order,0.667
sv03-223,sv03,223,Charizard ex,Obsidian Flames,ACE 9,£100.00,Sold 2 Jun 2026,Charizard EX 223/197 Obsidian Flames ACE 9,Obsidian Flames ACE 9,Obsidian Flames,0.833
swsh5-155,swsh5,155,Tyranitar V,Battle Styles,ACE 9,£175.00,Sold 2 Jun 2026,Pokémon TCG Tyranitar V 155/163 Battle Styles Ace 9 Mint,Battle Styles Ace 9,Battle Styles,0.812
me02.5-290,me02.5,290,Mega Dragonite ex,Ascended Heroes,ACE 10,£849.00,Sold 2 Jun 2026,Pokemon TCG: Mega Dragonite Ex 290/217 - Ascended Heroes - ACE 10,- Ascended Heroes -,Ascended Heroes,1.0
me01-179,me01,179,Mega Lucario ex,Mega Evolution,ACE 10,£236.40,Sold 2 Jun 2026,Pokemon Mega Lucario EX 179/132 SIR Mega Evolution ACE 10 GEM MINT,SIR Mega Evolution ACE,Mega Evolution,0.778
me02.5-294,me02.5,294,Mega Charizard Y ex,Ascended Heroes,ACE 10,£725.00,Sold 1 Jun 2026,Pokémon TCG Mega Charizard Y ex 294/217 Ascended Heroes Ace 10,Ascended Heroes Ace 10,Ascended Heroes,0.811
swsh6-185,swsh6,185,Tornadus V,Chilling Reign,ACE 10,£73.50,Sold 2 Jun 2026,ACE 10 - Tornadus V 185/198 - Pokemon Chilling Reign Alternate Art Full English,- Pokemon Chilling Reign,Chilling Reign,0.778
sv08-203,sv08,203,Latios,Surging Sparks,ACE 9,£30.00,Sold 2 Jun 2026,Pokemon TCG - Latios - 203/191 - Surging Sparks - Ace 9,- Surging Sparks -,Surging Sparks,1.0
sv07-158,sv07,158,Lapras ex,Stellar Crown,ACE 8,£10.80,Sold 2 Jun 2026,Pokemon 2024 Lapras ex 158/142 Sv07: Stellar Crown Holo ACE 8,Sv07: Stellar Crown Holo,Stellar Crown,0.722
xy7-78,xy7,78,Lysandre,Ancient Origins,ACE 8,£7.50,Sold 2 Jun 2026,Lysandre 78/98 Reverse Holo Ancient Origins 2015 Ace 8,Reverse Holo Ancient Origins,Ancient Origins,0.698
sv10-213,sv10,213,Team Rocket's Mewtwo ex,Destined Rivals,ACE 10,£57.85,Sold 2 Jun 2026,Team Rocket's Mewtwo 213/182 Destined Rivals Pokémon TCG Ace 10 Perfect Grades,Destined Rivals Pokémon TCG,Destined Rivals,0.732
sv08.5-060,sv08.5,60,Umbreon ex,Prismatic Evolutions,ACE 10,£40.22,Sold 2 Jun 2026,Pokemon Tcg Umbreon ex 060/131 Prismatic Evolutions Ace 10,Prismatic Evolutions Ace 10,Prismatic Evolutions,0.851
me01-134,me01,134,Ivysaur,Mega Evolution,ACE 10,£40.08,Sold 2 Jun 2026,Ivysaur 134/132 Ace 10 Mega Evolution Illustration Rare Pokémon Tcg,Ace 10 Mega Evolution,Mega Evolution,0.8
sv04.5-057,sv04.5,57,Gengar,Paldean Fates,ACE 9,£19.36,Sold 2 Jun 2026,Gengar 057/091 Pokemon paldean fates Trick or Trade 2024 ACE 9,Pokemon paldean fates Trick,Paldean Fates,0.65
sv03-228,sv03,228,Charizard ex,Obsidian Flames,ACE 10,£112.08,Sold 2 Jun 2026,Charizard ex 228/197 Sv03: Obsidian Flames Holo ACE 10 GEM MINT,Sv03: Obsidian Flames Holo,Obsidian Flames,0.75
sv10-215,sv10,215,Cynthia's Garchomp ex,Destined Rivals,ACE 10,£33.00,Sold 2 Jun 2026,Pokémon TCG Cynthia's Garchomp EX Card 215/182 Destined Rivals Ace 10,Destined Rivals Ace 10,Destined Rivals,0.811
swsh7-192,swsh7,192,Dragonite V,Evolving Skies,ACE 10,£701.32,Sold 2 Jun 2026,Pokemon TCG Dragonite V 192/203 Evolving Skies ACE 10 Gem Mint Perfect Subgrades,Evolving Skies ACE 10,Evolving Skies,0.8
sv10-193,sv10,193,Misty's Psyduck,Destined Rivals,ACE 9,£50.12,Sold 2 Jun 2026,Pokémon TCG Misty's Psyduck 193/182 Destined Rivals ACE 9 Mint,Destined Rivals ACE 9,Destined Rivals,0.833
swsh8-251,swsh8,251,Mew V,Fusion Strike,ACE 9,£80.78,Sold 2 Jun 2026,Pokemon TCG: Mew V 251/264 - SWSH Fusion Strike Alt Art - Ace 9,- SWSH Fusion Strike,Fusion Strike,0.839
me01-178,me01,178,Mega Gardevoir ex,Mega Evolution,ACE 10,£185.20,Sold 2 Jun 2026,Mega Gardevoir Ex 178/132 Pokemon Mega Evolution - ACE 10 PERFECT SUBGRADES,Pokemon Mega Evolution -,Mega Evolution,0.778
sv10-244,sv10,244,Levincia,Destined Rivals,ACE 10,£38.00,Sold 2 Jun 2026,Levincia 244/182 Destined Rivals ACE 10,Destined Rivals ACE 10,Destined Rivals,0.811
sv06-188,sv06,188,Eevee,Twilight Masquerade,ACE 9,£68.30,Sold 2 Jun 2026,Pokémon TCG Eevee 188/167 Twilight Masquerade Illustration Rare Holo Ace 9,Twilight Masquerade Illustration Rare,Twilight Masquerade,0.679
sv03-228,sv03,228,Charizard ex,Obsidian Flames,ACE 9,£40.99,Sold 2 Jun 2026,Charizard ex 228/197 Obsidian Flames Hyper Rare ACE 9 Mint,Obsidian Flames Hyper Rare,Obsidian Flames,0.732
sv10.5w-171,sv10.5w,171,Hilda,White Flare,ACE 10,£45.00,Sold 2 Jun 2026,Pokemon TCG Hilda Special Illustration Rare Card 171/086 White Flare 🔥 ACE 10,White Flare 🔥 ACE,White Flare,0.815
swsh6-204,swsh6,204,Shadow Rider Calyrex VMAX,Chilling Reign,ACE 10,£30.00,Sold 2 Jun 2026,Pokemon Shadow Rider Calyrex VMAX 204/198 Chilling Reign Holo Card Secret Ace10,Chilling Reign Holo Card,Chilling Reign,0.737
sv06-176,sv06,176,Cramorant,Twilight Masquerade,ACE 10,£31.89,Sold 2 Jun 2026,Cramorant Illustration Rare 176/167 Twilight Masquerade Rare Card ACE 10,Twilight Masquerade Rare Card,Twilight Masquerade,0.792
me02-056,me02,56,Mega Gengar ex,Phantasmal Flames,ACE 10,£30.00,Sold 2 Jun 2026,Mega Gengar ex 056/094 Phantasmal Flames ACE 10 Gem Mint Perfect Subgrades,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
me02.5-277,me02.5,277,Pikachu ex,Ascended Heroes,ACE 10,£481.00,Sold 2 Jun 2026,Pikachu EX SIR 277/217 - Ascended Heroes - ACE 10 GEM MINT - Perfect Subgrades,- Ascended Heroes -,Ascended Heroes,1.0
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£42.00,Sold 2 Jun 2026,Team Rocket's Moltres EX 208/182 Destined Rivals Stamped Ace 10 perfect subscore,Destined Rivals Stamped Ace,Destined Rivals,0.714
sv01-198,sv01,198,Youngster,Scarlet & Violet,ACE 10,£280.00,Sold 2 Jun 2026,Venusaur EX 198/165 Scarlet & Violet 151 Series Ace 10 All Subs 10!,Scarlet & Violet 151,Scarlet & Violet,0.882
sv01-245,sv01,245,Gardevoir ex,Scarlet & Violet,ACE 10,£108.08,Sold 2 Jun 2026,Pokemon Gardevoir ex 245/198 - Scarlet & Violet Base - Ace 10 Perfect Sub-grades,- Scarlet & Violet,Scarlet & Violet,1.0
xy6-105,xy6,105,M Rayquaza EX,Roaring Skies,ACE 8,£393.49,Sold 2 Jun 2026,M Rayquaza EX (105 Full Art) 105/108 Roaring Skies ACE 8 Graded,Roaring Skies ACE 8,Roaring Skies,0.812
sv09-187,sv09,187,Salamence ex,Journey Together,ACE 10,£100.00,Sold 2 Jun 2026,Pokemon TCG - Salamence ex 187/159 - Journey Together - SIR - Graded - ACE 10,- Journey Together -,Journey Together,1.0
sv08-204,sv08,204,Mesprit,Surging Sparks,ACE 10,£42.30,Sold 2 Jun 2026,Mesprit - Illustration Rare - 204/191 - Surging Sparks - Grade Ace 10 GEM,- Surging Sparks -,Surging Sparks,1.0
xy10-26,xy10,26,M Alakazam EX,Fates Collide,ACE 9,£39.99,Sold 3 Dec 2025,M Alakazam EX - 26/124 - Fates Collide - ACE 9 - Mint,- Fates Collide -,Fates Collide,1.0
sv04.5-160,sv04.5,160,Mimikyu,Paldean Fates,ACE 9,£29.18,Sold 2 Jun 2026,Mimikyu - 160/091 - Paldean Fates - Baby Shiny - Ace 9,- Paldean Fates -,Paldean Fates,1.0
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£35.69,Sold 2 Jun 2026,Pokemon Team Rocket's Moltres EX 208/182 Destined Rivals Ace 10 Gem Mint,Destined Rivals Ace 10,Destined Rivals,0.811
sv05-211,sv05,211,Morty's Conviction,Temporal Forces,ACE 10,£90.00,Sold 2 Jun 2026,Mortys Conviction - ACE 10 - 211/162 Temporal Forces - Special Illustration Rare,Temporal Forces - Special,Temporal Forces,0.769
me03-121,me03,121,Meowth ex,Perfect Order,ACE 10,£195.20,Sold 2 Jun 2026,Meowth ex 121/088 Me03: Perfect Order Holo - ACE 10,Me03: Perfect Order Holo,Perfect Order,0.722
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,£924.70,Sold 2 Jun 2026,🔥Mega Charizard x EX 125/094 Phantasmal Flames ACE 10 PERFECT SUB 10/10/10/10🔥,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
swsh12-186,swsh12,186,Lugia V,Silver Tempest,ACE 9,£353.50,Sold 2 Jun 2026,ACE 9 Lugia V 186/195 Silver Tempest Alt Art Pokemon Card MINT,Silver Tempest Alt Art,Silver Tempest,0.778
swsh9-TG02,swsh9,TG02,Vaporeon,Brilliant Stars,ACE 9,£33.98,Sold 2 Jun 2026,Pokémon TCG Vaporeon TG02/TG30 Brilliant Stars Trainer Gallery ACE 9,Brilliant Stars Trainer Gallery,Brilliant Stars,0.652
me04-116,me04,116,Mega Greninja ex,Chaos Rising,ACE 9,£239.90,Sold 2 Jun 2026,Mega Greninja Ex 116/086 (SIR) Chaos Rising - ACE 9,(SIR) Chaos Rising -,Chaos Rising,0.857
sm12-157,sm12,157,Reshiram & Zekrom GX,Cosmic Eclipse,ACE 10,£250.00,Sold 2 Jun 2026,Pokémon TCG Reshiram & Zekrom GX Ultra Rare Card 157/236 Cosmic Eclipse Ace 10,Cosmic Eclipse Ace 10,Cosmic Eclipse,0.8
ex7-15,ex7,15,Dark Dragonite,Team Rocket Returns,ACE 9,£130.00,Sold 2 Jun 2026,Ace 9 Here Comes Team Rocket! 15/82 Team Rocket Holo Rare 1st Edition,Team Rocket Holo Rare,Team Rocket Returns,0.7
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£122.00,Sold 2 Jun 2026,Mega Gengar - 269/217 - Ascended Heroes - MAR - ACE 10 Gem Mint,- Ascended Heroes -,Ascended Heroes,1.0
swsh12.5-160,swsh12.5,160,Pikachu,Crown Zenith,ACE 9,£52.50,Sold 2 Jun 2026,Pikachu Secrete Rare 160/159 Pokemon Crown Zenith Ace 9,Pokemon Crown Zenith Ace,Crown Zenith,0.667
lc-23,lc,23,Exeggutor,Legendary Collection,ACE 10,£140.00,Sold 2 Jun 2026,ACE 10 - Regigigas - 023/027 CP2 Legendary Shine Collection - Pokemon - 1st Ed,CP2 Legendary Shine Collection,Legendary Collection,0.8
swsh7-215,swsh7,215,Umbreon VMAX,Evolving Skies,ACE 9,"£1,400.00",Sold 2 Jun 2026,Umbreon VMAX 215/203 Alt Art Evolving Skies Pokemon ACE 9,Alt Art Evolving Skies,Evolving Skies,0.778
swsh12.5-GG46,swsh12.5,GG46,Deoxys VSTAR,Crown Zenith,ACE 10,£86.00,Sold 2 Jun 2026,ACE 10 - Deoxys VSTAR - GG46/GG70 - Crown Zenith - Pokemon Special Art,- Crown Zenith -,Crown Zenith,1.0
swsh12.5-GG55,swsh12.5,GG55,Regigigas VSTAR,Crown Zenith,ACE 10,£59.95,Sold 2 Jun 2026,ACE 10 Regigigas Vstar GG55/GG70 Crown Zenith 2023,Crown Zenith,Crown Zenith,1.0
sv04-249,sv04,249,Iron Valiant ex,Paradox Rift,ACE 10,£63.10,Sold 2 Jun 2026,Pokemon TCG Iron Valiant Ex 249/182 Paradox Rift SIR ACE 10,Paradox Rift SIR ACE,Paradox Rift,0.75
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£37.10,Sold 2 Jun 2026,Team Rocket's Moltres Ex 208/182 Destined Rivals Stamped Full Art Ace 10,Destined Rivals Stamped Full,Destined Rivals,0.698
me03-120,me03,120,Mega Zygarde ex,Perfect Order,ACE 10,£104.70,Sold 2 Jun 2026,Pokémon TCG Mega Zygarde ex 120/088 Perfect Order Ace 10 PERFECT SUBGRADES,Perfect Order Ace 10,Perfect Order,0.788
me01-142,me01,142,Inteleon,Mega Evolution,ACE 10,£29.99,Sold 2 Jun 2026,Pokémon TCG Inteleon Illustration Rare 142/132 ACE 10 Mega Evolution Base Set,ACE 10 Mega Evolution,Mega Evolution,0.8
