id,set_id,localId,name,set_name,grade,price,sold_date,title,set_phrase_from_title,set_match_name,set_match_score
sv05-051,sv05,51,Pikachu,Temporal Forces,ACE 10,£40.00,Sold 22 Apr 2026,ACE 10 Pokemon TCG Pokemon Day 2026 Pikachu 051/162 Temporal Forces Cosmos Holo,Temporal Forces Cosmos Holo,Temporal Forces,0.714
sv09-173,sv09,173,Lillie's Clefairy ex,Journey Together,ACE 10,£38.95,Sold 22 Apr 2026,ACE 10 Lillie’s Clefairy Ex 173/159 - Journey Together - Pokemon TCG - SR,- Journey Together -,Journey Together,1.0
sv10.5b-167,sv10.5b,167,Meloetta ex,Black Bolt,ACE 10,£49.95,Sold 9 Apr 2026,Pokmemon TCG: Meloetta EX - SIR - 167/086 - Black Bolt - Ace 10,- Black Bolt -,Black Bolt,1.0
sv06.5-078,sv06.5,78,Persian,Shrouded Fable,ACE 9,£47.50,Sold 22 Apr 2026,Persian 078/064 ACE 9 Shrouded Fable Illustration Rare Holo Pokemon TCG Card,ACE 9 Shrouded Fable,Shrouded Fable,0.824
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£39.99,Sold 22 Apr 2026,Pokémon Team Rocket's Moltres EX 208/182 Destined Rivals Ace 10 GEM MINT,Destined Rivals Ace 10,Destined Rivals,0.811
sv05-211,sv05,211,Morty's Conviction,Temporal Forces,ACE 9,£54.99,Sold 22 Apr 2026,Pokemon Morty’s Conviction 211/162 SIR Temporal Forces ACE 9,SIR Temporal Forces ACE,Temporal Forces,0.789
sv07-148,sv07,148,Squirtle,Stellar Crown,ACE 8,£69.00,Sold 22 Apr 2026,Pokemon Squirtle 148/142 ACE 8 Stellar Crown Illustration Rare,ACE 8 Stellar Crown,Stellar Crown,0.812
swsh7-186,swsh7,186,Medicham V,Evolving Skies,ACE 10,£58.94,Sold 22 Apr 2026,Medicham V - 186/203 - Evolving Skies - ACE 10,- Evolving Skies -,Evolving Skies,1.0
sv05-193,sv05,193,Gengar ex,Temporal Forces,ACE 10,£119.99,Sold 22 Apr 2026,Gengar EX 193/162 Temporal Forces | Ace 10 | Perfect Subgrades,Temporal Forces | Ace,Temporal Forces,0.857
sv05-193,sv05,193,Gengar ex,Temporal Forces,ACE 10,£110.00,Sold 22 Apr 2026,Gengar EX | ACE 10 | 193/162 | Temporal Forces | Ultra Rare | Pokemon TCG,| Temporal Forces |,Temporal Forces,1.0
sm7-160,sm7,160,Rayquaza GX,Celestial Storm,ACE 10,£771.70,Sold 22 Apr 2026,Ace 10 Rayquaza GX 160/168 Celestial Storm Full Art Pokemon Card PERFECT SUBS,Celestial Storm Full Art,Celestial Storm,0.769
ex16-6,ex16,6,Charizard,Power Keepers,ACE 9,£799.99,Sold 22 Apr 2026,Pokemon TCG Charizard 6/108 EX Power Keepers STAMPED Reverse Holo ACE 9 MINT,EX Power Keepers STAMPED,Power Keepers,0.703
me02-096,me02,96,Nymble,Phantasmal Flames,ACE 10,£21.50,Sold 22 Apr 2026,Nymble Illustration Rare 096/094 - Phantasmal Flames - Ace 10,- Phantasmal Flames -,Phantasmal Flames,1.0
me02-110,me02,110,Oricorio ex,Phantasmal Flames,ACE 10,£21.50,Sold 22 Apr 2026,Oricorio EX - 110/094 - Phantasmal Flames - SR - Ace 10 Gem Mint,- Phantasmal Flames -,Phantasmal Flames,1.0
me01-164,me01,164,Mega Kangaskhan ex,Mega Evolution,ACE 9,£11.54,Sold 22 Apr 2026,Pokémon TCG Mega Kangaskhan EX 164/132 Mega Evolutions ACE 9 English,Mega Evolutions ACE 9,Mega Evolution,0.8
me02.5-283,me02.5,283,Mega Hawlucha ex,Ascended Heroes,ACE 9,£41.04,Sold 22 Apr 2026,Pokémon TCG Mega Hawlucha 283/217 Ascended Heroes SIR ACE 9 Mint,Ascended Heroes SIR ACE,Ascended Heroes,0.789
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£54.11,Sold 22 Apr 2026,Pokémon TCG Meowth 106/094 Phantasmal Flames Rare Ace 10 Gem Mint 🌳🐱,Phantasmal Flames Rare Ace,Phantasmal Flames,0.791
sv05-193,sv05,193,Gengar ex,Temporal Forces,ACE 10,£91.70,Sold 22 Apr 2026,Pokémon Gengar EX TCG Card 193/162 SR Temporal Forces Ace 10 Gem Mint,SR Temporal Forces Ace,Temporal Forces,0.811
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 9,£28.90,Sold 22 Apr 2026,Pokemon TCG: Meowth 106/094 - ME Phantasmal Flames IR - Ace 9,- ME Phantasmal Flames,Phantasmal Flames,0.919
swsh12-186,swsh12,186,Lugia V,Silver Tempest,ACE 10,£669.70,Sold 22 Apr 2026,Pokémon TCG - Lugia V - 186/195 Silver Tempest - Graded Ace 10 Gem Mint,Silver Tempest - Graded,Silver Tempest,0.778
sv04.5-232,sv04.5,232,Mew ex,Paldean Fates,ACE 10,"£1,230.70",Sold 22 Apr 2026,Pokémon TCG Mew EX 232/091 (Bubble Mew) Paldean Fates Sir Ace 10 Gem Mint,(Bubble Mew) Paldean Fates,Paldean Fates,0.703
sv08.5-030,sv08.5,30,Jolteon ex,Prismatic Evolutions,ACE 10,£37.10,Sold 22 Apr 2026,Pokémon Jolteon ex 030/131 Sv: Prismatic Evolutions ACE 10 Holo Rare 2025,Sv: Prismatic Evolutions ACE,Prismatic Evolutions,0.851
swsh4-82,swsh4,82,Zacian,Vivid Voltage,ACE 10,£39.99,Sold 22 Apr 2026,Pokemon Zacian 082/185 Vivid Voltage Amazing Rare - ACE 10 Perfect Subgrades,Vivid Voltage Amazing Rare,Vivid Voltage,0.667
swsh12-120,swsh12,120,Radiant Jirachi,Silver Tempest,ACE 10,£45.00,Sold 22 Apr 2026,ACE 10 Radiant Jirachi 120/195 Holo Rare Silver Tempest Perfect Subs Pokémon,Holo Rare Silver Tempest,Silver Tempest,0.737
me02.5-280,me02.5,280,Lillie's Clefairy ex,Ascended Heroes,ACE 10,£214.99,Sold 22 Apr 2026,Lillie’s Clefairy EX 280/217 SIR Ascended Heroes ACE 10 PERFECT SUB GRADES,SIR Ascended Heroes ACE,Ascended Heroes,0.789
swsh8-114,swsh8,114,Mew VMAX,Fusion Strike,ACE 10,£57.90,Sold 22 Apr 2026,Pokemon TCG - Mew VMAX 114/264 - Fusion Strike - Graded - ACE 10 Perfect 10 Sub,- Fusion Strike -,Fusion Strike,1.0
sv03-223,sv03,223,Charizard ex,Obsidian Flames,ACE 9,£110.00,Sold 22 Apr 2026,Charizard EX 223/197 | Obsidian Flames | ACE 9 MINT | Pokemon TCG,| Obsidian Flames |,Obsidian Flames,1.0
sv10.5w-095,sv10.5w,95,Virizion,White Flare,ACE 9,£21.50,Sold 22 Apr 2026,Pokemon - Virizion 095/086 White Flare - Graded ACE 9,White Flare - Graded,White Flare,0.733
sv03-199,sv03,199,Ninetales,Obsidian Flames,ACE 9,£33.99,Sold 22 Apr 2026,ACE 9 - Ninetales 199/197 - Obsidian Flames - Illustration Rare - Pokemon TCG,- Obsidian Flames -,Obsidian Flames,1.0
me02.5-294,me02.5,294,Mega Charizard Y ex,Ascended Heroes,ACE 10,"£1,740.70",Sold 22 Apr 2026,Pokemon Mega Charizard Y 294/217 Ascended Heroes Ace 10 PERFECT SUBS,Ascended Heroes Ace 10,Ascended Heroes,0.811
me01-183,me01,183,Acerola's Mischief,Mega Evolution,ACE 10,£52.70,Sold 22 Apr 2026,Acerola's Mischief 183/132 Me01: Mega Evolution SIR Ace 10 Gem Mint Perfect Subs,Me01: Mega Evolution SIR,Mega Evolution,0.757
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 9,£31.90,Sold 22 Apr 2026,Pokemon TCG Meowth 106/094 Phantasmal Flames Illustration Rare Ace 9,Phantasmal Flames Illustration Rare,Phantasmal Flames,0.654
B1a-075,B1a,75,Buneary,Crimson Blaze,ACE 10,£39.99,Sold 22 Apr 2026,ACE 10 Pokemon Hisuian Growlithe - 075/066 - Crimson Haze - 2024 - Art Rare,- Crimson Haze -,Crimson Blaze,0.88
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£139.99,Sold 22 Apr 2026,Mega Gengar Ex MA 269/217 Ascended Heroes ACE 10 Pokemon,Ascended Heroes ACE 10,Ascended Heroes,0.811
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£135.90,Sold 22 Apr 2026,Mega Gengar EX 269/217 - Ascended Heroes - Ace 10 GEM MINT (Perfect Subgrades),- Ascended Heroes -,Ascended Heroes,1.0
me03-094,me03,94,Clefairy,Perfect Order,ACE 10,£134.00,Sold 22 Apr 2026,Pokémon TCG Clefairy IR 094/088 Perfect Order - English - ACE 10 - PERFECT SUBS,Perfect Order - English,Perfect Order,0.743
sv10.5w-168,sv10.5w,168,Jellicent ex,White Flare,ACE 10,£139.95,Sold 22 Apr 2026,Reshiram EX 168/086 White Flare SAR ACE 10 GEM MINT Pokemon TCC,White Flare SAR ACE,White Flare,0.733
sv08.5-155,sv08.5,155,Espeon ex,Prismatic Evolutions,ACE 8,£136.08,Sold 22 Apr 2026,Pokemon TCG Ace 8 Espeon EX 155/131 SIR Prismatic Evolutions GRADED Card NM-MT,SIR Prismatic Evolutions GRADED,Prismatic Evolutions,0.784
me02-102,me02,102,Paldean Wooper,Phantasmal Flames,ACE 10,£29.81,Sold 22 Apr 2026,Paldean Wooper 102/094 - Phantasmal Flames - Ace 10 - Perfect Subgrades.,- Phantasmal Flames -,Phantasmal Flames,1.0
me02.5-235,me02.5,235,Togekiss,Ascended Heroes,ACE 9,£16.15,Sold 22 Apr 2026,Togekiss 235/217 Pokemon TCG Asecnded Heroes ACE 9,Pokemon TCG Asecnded Heroes,Ascended Heroes,0.667
swsh10.5-030,swsh10.5,30,Mewtwo V,Pokémon GO,ACE 9,£16.15,Sold 22 Apr 2026,Mewtwo V 030/078 Pokémon GO Ace 9,Pokémon GO Ace 9,Pokémon GO,0.75
swsh12.5-GG70,swsh12.5,GG70,Arceus VSTAR,Crown Zenith,ACE 10,£215.00,Sold 21 Apr 2026,Arceus VSTAR GG70/GG70 Crown Zenith Pokemon TCG - ACE 10 Perfect Subgrades,Crown Zenith Pokemon TCG,Crown Zenith,0.667
swsh12.5-GG44,swsh12.5,GG44,Mewtwo VSTAR,Crown Zenith,ACE 10,£363.70,Sold 21 Apr 2026,Pokémon Mewtwo VSTAR TCG Card GG44/GG70 Crown Zenith ACE 10 PERFECT SUBGRADES,Crown Zenith ACE 10,Crown Zenith,0.774
swsh4.5-51,swsh4.5,51,Ditto VMAX,Shining Fates,ACE 10,£45.00,Sold 21 Apr 2026,ACE 10 Ditto VMAX 051/072 - Shining Fates,- Shining Fates,Shining Fates,1.0
sv08-209,sv08,209,Skarmory,Surging Sparks,ACE 9,£19.36,Sold 21 Apr 2026,Pokemon TCG Skarmory 209/191 Surging Sparks ACE 9 Illustration Rare,Surging Sparks ACE 9,Surging Sparks,0.824
sv08-240,sv08,240,Hydreigon ex,Surging Sparks,ACE 10,£54.78,Sold 21 Apr 2026,Hydreigon Ex | 240/191 Surging Sparks | ACE 10,Surging Sparks | ACE,Surging Sparks,0.848
sv10.5w-166,sv10.5w,166,Reshiram ex,White Flare,ACE 10,£203.50,Sold 21 Apr 2026,Reshiram EX 166/086 - White Flare - ACE 10 - Pokémon TCG,- White Flare -,White Flare,1.0
sv01-198,sv01,198,Youngster,Scarlet & Violet,ACE 10,£229.42,Sold 21 Apr 2026,Pokemon TCG Venusaur EX 198/165 Scarlet & Violet 151 Ace 10,Scarlet & Violet 151,Scarlet & Violet,0.882
me02-098,me02,98,Piplup,Phantasmal Flames,ACE 10,£47.50,Sold 21 Apr 2026,Piplup 098/094 Me02: Phantasmal Flames Illustration Rare Ace 10 (Gem Mint),Me02: Phantasmal Flames Illustration,Phantasmal Flames,0.654
sv10.5w-168,sv10.5w,168,Jellicent ex,White Flare,ACE 10,£100.00,Sold 21 Apr 2026,Pokémon TCG: Reshiram Ex SAR 168/086 - White Flare Japanese - ACE 10,- White Flare Japanese,White Flare,0.71
swsh12.5-160,swsh12.5,160,Pikachu,Crown Zenith,ACE 10,£130.00,Sold 21 Apr 2026,Pokémon TCG Pikachu 160/159 Crown Zenith Ace 10 - Perfect Subgrades,Crown Zenith Ace 10,Crown Zenith,0.774
sv07-169,sv07,169,Dachsbun ex,Stellar Crown,ACE 8,£29.99,Sold 21 Apr 2026,Dachsbun ex 169/142 Sv07: Stellar Crown Holo Ace 8,Sv07: Stellar Crown Holo,Stellar Crown,0.722
sv03-223,sv03,223,Charizard ex,Obsidian Flames,ACE 10,£299.75,Sold 21 Apr 2026,2023 Charizard EX 223/197 Obsidian Flames SIR - ACE 10 Perfect Subgrades,Obsidian Flames SIR -,Obsidian Flames,0.882
me02-098,me02,98,Piplup,Phantasmal Flames,ACE 9,£26.97,Sold 21 Apr 2026,Piplup - 098/094 - Phantasmal Flames - IR - Ace 9 Mint,- Phantasmal Flames -,Phantasmal Flames,1.0
swsh10.5-072,swsh10.5,72,Mewtwo V,Pokémon GO,ACE 9,£44.99,Sold 21 Apr 2026,Pokemon TCG - Mewtwo V 072/078 - Pokemon Go - ACE 9 - MINT,- Pokemon Go -,Pokémon GO,0.947
swsh7-167,swsh7,167,Leafeon V,Evolving Skies,ACE 9,£88.00,Sold 21 Apr 2026,Leafeon V 167/203 Special Art 2021 Evolving Skies ACE 9,Special Art Evolving Skies,Evolving Skies,0.7
me02-011,me02,11,Charmander,Phantasmal Flames,ACE 10,£24.10,Sold 21 Apr 2026,Pokemon ACE 10 GEM MINT Charmander Rev Foil 011/094 Phantasmal Flames 2025,Phantasmal Flames,Phantasmal Flames,1.0
sv01-210,sv01,210,Drowzee,Scarlet & Violet,ACE 8,£37.10,Sold 21 Apr 2026,Pokémon TCG Drowzee Card 210/198 Sv01 Scarlet Violet Base Set Ace 8,Sv01 Scarlet Violet Base,Scarlet & Violet,0.718
me02.5-218,me02.5,218,Erika's Tangela,Ascended Heroes,ACE 10,£57.99,Sold 21 Apr 2026,Erika’s Tangela 218/217 IR Ascended Heroes Ace 10 Perfect Subgrades,IR Ascended Heroes Ace,Ascended Heroes,0.811
me02.5-288,me02.5,288,Fezandipiti ex,Ascended Heroes,ACE 10,£89.99,Sold 21 Apr 2026,Fezandipiti EX 288/217 SIR Ascended Heros Ace 10 - PERFECT SUBGRADES,SIR Ascended Heros Ace,Ascended Heroes,0.757
sv10-236,sv10,236,Ethan's Adventure,Destined Rivals,ACE 9,£52.70,Sold 21 Apr 2026,Ethan's Adventure 236/182 Sv10: Destined Rivals Holo - ACE 9,Sv10: Destined Rivals Holo,Destined Rivals,0.75
me02-127,me02,127,Mega Sharpedo ex,Phantasmal Flames,ACE 10,£44.50,Sold 21 Apr 2026,Mega Sharpedo EX 127/094 Me02: Phantasmal Flames Holo Ace 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£63.00,Sold 21 Apr 2026,Meowth 106/094 Me02: Phantasmal Flames Holo - Perfect Sub Grades - Ace 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me01-182,me01,182,Mega Kangaskhan ex,Mega Evolution,ACE 10,£77.82,Sold 21 Apr 2026,Pokémon TCG Mega Kangaskhan EX Card 182/132 Sir Mega Evolution ACE 10 Gem Mint,Sir Mega Evolution ACE,Mega Evolution,0.778
me01-134,me01,134,Ivysaur,Mega Evolution,ACE 10,£47.99,Sold 21 Apr 2026,Pokémon TCG Ivysaur IR 134/132 Mega Evolution ACE 10 Gem (Perfect sub grades),Mega Evolution ACE 10,Mega Evolution,0.8
me01-159,me01,159,Mega Gardevoir ex,Mega Evolution,ACE 10,£26.70,Sold 21 Apr 2026,Pokemon TCG | Mega Gardevoir ex 159/132 Me01 Mega Evolution Holo ACE 10 GEM MINT,Me01 Mega Evolution Holo,Mega Evolution,0.737
sv10.5w-172,sv10.5w,172,Victini,White Flare,ACE 10,£22.50,Sold 21 Apr 2026,Bouffalant 172/086 SAR White Flare sv11W ACE 10 Gem Mint Japanese Pokemon Card,SAR White Flare sv11W,White Flare,0.688
2014xy-2,2014xy,2,Chespin,McDonald's Collection 2014,ACE 9,£21.50,Sold 21 Apr 2026,ACE 9 Pikachu 002/015 McDonalds Collection Promo M24EN Holo Pokemon Card - Mint,McDonalds Collection Promo M24EN,McDonald's Collection 2014,0.807
swsh7-179,swsh7,179,Espeon V,Evolving Skies,ACE 10,£52.69,Sold 21 Apr 2026,ACE 10 Espeon V 179/203 FULL ART EVOLVING SKIES POKEMON,FULL ART EVOLVING SKIES,Evolving Skies,0.757
me02-113,me02,113,Mega Sharpedo ex,Phantasmal Flames,ACE 10,£22.00,Sold 21 Apr 2026,Mega Sharpedo EX - 113/094 - Phantasmal Flames - SR - Ace 10 Gem Mint,- Phantasmal Flames -,Phantasmal Flames,1.0
sm10-218,sm10,218,Blastoise GX,Unbroken Bonds,ACE 10,£245.00,Sold 21 Apr 2026,Pokemon Blastoise GX 218/214 Unbroken Bonds Full Art Secret Rainbow ACE 10 Pop 1,Unbroken Bonds Full Art,Unbroken Bonds,0.757
sv10-199,sv10,199,Team Rocket's Weezing,Destined Rivals,ACE 10,£65.99,Sold 21 Apr 2026,Pokémon TCG Team Rocket's Weezing 199/182 Destined Rivals IR Ace 10,Destined Rivals IR Ace,Destined Rivals,0.811
sv08-239,sv08,239,Latias ex,Surging Sparks,ACE 10,£224.30,Sold 21 Apr 2026,Pokémon TCG Latias EX 239/191 Surging Sparks Sir Ace 10,Surging Sparks Sir Ace,Surging Sparks,0.778
sv04.5-234,sv04.5,234,Charizard ex,Paldean Fates,ACE 10,£390.00,Sold 21 Apr 2026,Pokémon TCG Charizard EX 234/091 Paldean Fates SIR Ace 10 Gem Mint,Paldean Fates SIR Ace,Paldean Fates,0.765
sv06-082,sv06,82,Alakazam,Twilight Masquerade,ACE 10,£47.50,Sold 21 Apr 2026,Pokémon Alakazam Holo TCG Card 082/167 Cosmos Holo Twilight Masquerade ACE 10,Cosmos Holo Twilight Masquerade,Twilight Masquerade,0.76
sv09-167,sv09,167,N's Reshiram,Journey Together,ACE 10,£57.90,Sold 21 Apr 2026,Pokémon TCG N's Reshiram Card 167/159 Journey Together Ace 10 Gem Mint,Journey Together Ace 10,Journey Together,0.821
ecard1-17,ecard1,17,Magby,Expedition Base Set,ACE 8,£129.99,Sold 21 Apr 2026,ACE 8 Magby Holo 17/165 Expedition Ace Label Graded Card,Expedition Ace Label Graded,Expedition Base Set,0.652
swsh12.5-GG68,swsh12.5,GG68,Origin Forme Dialga VSTAR,Crown Zenith,ACE 10,£149.56,Sold 21 Apr 2026,Pokémon TCG Dialga VSTAR GG68/GG70 Crown Zenith Secret Rare Ace 10,Crown Zenith Secret Rare,Crown Zenith,0.667
sv10-234,sv10,234,Team Rocket's Crobat ex,Destined Rivals,ACE 9,£63.10,Sold 21 Apr 2026,Pokemon Team Rocket’s Crobat EX 234/182 ACE 9 Destined Rivals,ACE 9 Destined Rivals,Destined Rivals,0.833
swsh6-75,swsh6,75,Shadow Rider Calyrex VMAX,Chilling Reign,ACE 10,£34.99,Sold 21 Apr 2026,PERFECT ACE 10 Shadow Rider Calyrex Vmax 075/198 Pokemon chilling reign V Max 75,Pokemon chilling reign V,Chilling Reign,0.737
me02-127,me02,127,Mega Sharpedo ex,Phantasmal Flames,ACE 10,£47.50,Sold 21 Apr 2026,Mega Sharpedo EX 127/094 Phantasmal Flames ACE 10 GEM MINT Graded Pokemon Card,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
sv03-205,sv03,205,Scizor,Obsidian Flames,ACE 9,£19.36,Sold 21 Apr 2026,Pokémon Scizor TCG Holo Illustration Rare Card 205/197 Obsidian Flames Ace 9,Obsidian Flames Ace 9,Obsidian Flames,0.833
sv10-051,sv10,51,Team Rocket's Articuno,Destined Rivals,ACE 10,£45.00,Sold 21 Apr 2026,Team Rocket's Articuno 051/182 Stamped Promo- Destined Rivals- ACE 10,Stamped Promo- Destined Rivals-,Destined Rivals,0.682
me02.5-271,me02.5,271,Mega Dragonite ex,Ascended Heroes,ACE 9,£45.00,Sold 21 Apr 2026,Mega Dragonite EX 271/217 Ascended Heros (ACE 9 ),Ascended Heros (ACE 9,Ascended Heroes,0.8
sv06-176,sv06,176,Cramorant,Twilight Masquerade,ACE 10,£26.70,Sold 21 Apr 2026,Cramorant Illustration Rare 176/167 Twilight Masquerade Rare Card ACE 10,Twilight Masquerade Rare Card,Twilight Masquerade,0.792
swsh12.5-GG10,swsh12.5,GG10,Mew,Crown Zenith,ACE 10,£199.95,Sold 21 Apr 2026,Mew GG10/GG70 ACE 10 Crown Zenith Pokemon Card Game,ACE 10 Crown Zenith,Crown Zenith,0.774
swsh9-018,swsh9,18,Charizard VSTAR,Brilliant Stars,ACE 10,£52.70,Sold 21 Apr 2026,ACE 10 Charizard VSTAR 018/172 Brilliant Stars,Brilliant Stars,Brilliant Stars,1.0
me02-103,me02,103,Toxtricity,Phantasmal Flames,ACE 10,£23.64,Sold 21 Apr 2026,Pokemon Toxtricity 103/094 Phantasmal Flames ACE 10,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
me02-098,me02,98,Piplup,Phantasmal Flames,ACE 10,£40.04,Sold 21 Apr 2026,Piplup 098/094 Phantasmal Flames ACE 10 IR,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
sv06.5-067,sv06.5,67,Horsea,Shrouded Fable,ACE 10,£40.00,Sold 21 Apr 2026,Pokemon TCG Horsea 067/064 Shrouded Fable Ace 10 * PERFECT SUB-GRADES *,Shrouded Fable Ace 10,Shrouded Fable,0.8
me02.5-276,me02.5,276,Pikachu ex,Ascended Heroes,ACE 9,£955.30,Sold 21 Apr 2026,Pikachu Ex SIR 276/217 Ascended Heroes Ace 9 Pokemon TCG,Ascended Heroes Ace 9,Ascended Heroes,0.833
cel25-7,cel25,7,Flying Pikachu VMAX,Celebrations,ACE 10,£40.00,Sold 21 Apr 2026,Pokemon TCG - Flying Pikachu - 007/025 - Celebrations - Ace 10,- Celebrations - Ace,Celebrations,0.828
sv01-166,sv01,166,Arven,Scarlet & Violet,ACE 8,£31.90,Sold 21 Apr 2026,Bulbasaur Holo Card 166/165 Scarlet & Violet 151 Series Ace 8,Scarlet & Violet 151,Scarlet & Violet,0.882
swsh12.5-GG68,swsh12.5,GG68,Origin Forme Dialga VSTAR,Crown Zenith,ACE 10,£157.95,Sold 21 Apr 2026,Dialga VSTAR GG68/GG70 Crown Zenith Pokemon TCG PERFECT ACE 10 GEM MINT💎,Crown Zenith Pokemon TCG,Crown Zenith,0.667
sv05-177,sv05,177,Gastly,Temporal Forces,ACE 10,£179.99,Sold 21 Apr 2026,Gastly 177/162 Temporal Forces Pokemon TCG Illustration Rare. ACE 10 GEM MINT.,Temporal Forces Pokemon TCG,Temporal Forces,0.714
sv10.5w-116,sv10.5w,116,Joltik,White Flare,ACE 8,£23.49,Sold 21 Apr 2026,Pokemon: Joltik 116/086 Art Rare White Flare - ACE 8,Art Rare White Flare,White Flare,0.71
sv10.5b-109,sv10.5b,109,Cubchoo,Black Bolt,ACE 10,£75.00,Sold 21 Apr 2026,ACE 10 Seismitoad 109/086 Black Bolt Art Rare Shinji Kanda New Cert 2026,Black Bolt Art Rare,Black Bolt,0.69
swsh12.5-GG50,swsh12.5,GG50,Darkrai VSTAR,Crown Zenith,ACE 10,£150.00,Sold 19 Apr 2026,Darkrai VSTAR GG50/GG70 Crown Zenith Pokémon TCG - ACE 10 Gem Mint,Crown Zenith Pokémon TCG,Crown Zenith,0.686
swsh12.5-GG35,swsh12.5,GG35,Leafeon VSTAR,Crown Zenith,ACE 10,£145.00,Sold 20 Apr 2026,Leafeon VSTAR GG35/GG70 - Crown Zenith - Pokemon TCG - ACE 10 Perfect Subgrades,- Crown Zenith -,Crown Zenith,1.0
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£64.99,Sold 21 Apr 2026,Meowth 106/094 Phantasmal Flames Holo Ace 10 Gem Mint Perfect 10-10-10-10 🔥,Phantasmal Flames Holo Ace,Phantasmal Flames,0.791
me02.5-292,me02.5,292,Iris's Fighting Spirit,Ascended Heroes,ACE 10,£40.00,Sold 21 Apr 2026,Iris’s Fighting Spirit ex SIR 292/217 Ascended Heroes Pokemon TCG (ACE 10),Ascended Heroes Pokemon TCG,Ascended Heroes,0.714
me02-105,me02,105,Wigglytuff,Phantasmal Flames,ACE 10,£32.00,Sold 21 Apr 2026,Wigglytuff 105/094 Illustration Rare Phantasmal Flames ACE 10 GEM MINT,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
me02.5-226,me02.5,226,Psyduck,Ascended Heroes,ACE 10,£148.49,Sold 21 Apr 2026,Pokémon TCG Psyduck 226/217 Ascended Heroes Ace 10,Ascended Heroes Ace 10,Ascended Heroes,0.811
me02.5-221,me02.5,221,Budew,Ascended Heroes,ACE 10,£30.00,Sold 21 Apr 2026,Pokemon Tcg Budew Illustration Rare 221/217 Ascended Heroes Ace 10 Perfect Subs,Ascended Heroes Ace 10,Ascended Heroes,0.811
sv05-166,sv05,166,Sawsbuck,Temporal Forces,ACE 10,£99.99,Sold 21 Apr 2026,Pokemon TCG Sawsbuck 166/162 Temporal Forces Graded Ace 10,Temporal Forces Graded Ace,Temporal Forces,0.732
sma-SV6,sma,SV6,Charmander,Hidden Fates Shiny Vault,ACE 10,£54.99,Sold 21 Apr 2026,ACE 10 Charmander SV6/SV94 Hidden Fates Holo Shiny 2019,Hidden Fates Holo Shiny,Hidden Fates Shiny Vault,0.766
me03-124,me03,124,Mega Zygarde ex,Perfect Order,ACE 9,£156.70,Sold 21 Apr 2026,Mega Zygarde ex 124/088 Perfect Order ACE 9 Mint Hyper Rare Gold,Perfect Order ACE 9,Perfect Order,0.812
sv04-251,sv04,251,Roaring Moon ex,Paradox Rift,ACE 10,£104.70,Sold 21 Apr 2026,Roaring Moon ex 251/182 Sv04: Paradox Rift Holo - ACE 10,Sv04: Paradox Rift Holo,Paradox Rift,0.706
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 9,£63.10,Sold 21 Apr 2026,Mega Gengar 269/217 Pokemon TCG Ascended Heroes Ace 9 Grade Mint,Pokemon TCG Ascended Heroes,Ascended Heroes,0.714
sv10.5b-102,sv10.5b,102,Simipour,Black Bolt,ACE 10,£48.99,Sold 21 Apr 2026,Pokémon TCG Simipour full art illustration rare 102/086 Black Bolt - ACE 10 Card,Black Bolt - ACE,Black Bolt,0.8
sm115-9,sm115,9,Charizard GX,Hidden Fates,ACE 10,£55.82,Sold 21 Apr 2026,Pokémon Charizard GX 9/68 Hidden Fates Ace 10 PERFECT SUB-GRADES,Hidden Fates Ace 10,Hidden Fates,0.774
sv10.5b-114,sv10.5b,114,Eelektrik,Black Bolt,ACE 9,£20.00,Sold 21 Apr 2026,Pokémon Illustration Rare Eelektrik 114/086 Sv: Black Bolt Holo. ACE 9,Sv: Black Bolt Holo.,Black Bolt,0.714
me02-056,me02,56,Mega Gengar ex,Phantasmal Flames,ACE 10,£31.99,Sold 21 Apr 2026,Mega Gengar ex 056/094 Phantasmal Flames ACE 10 Gem Mint Perfect Subgrades,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
me02-056,me02,56,Mega Gengar ex,Phantasmal Flames,ACE 10,£32.00,Sold 21 Apr 2026,Mega Gengar ex 056/094 Phantasmal Flames ACE 10 Gem Mint Perfect Subgrades,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
